Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R77,10k,R_0402_1005Metric,186.9875,-98.32,180.0,bottom
R78,10k,R_0402_1005Metric,180.9245,-118.37625,0.0,bottom
R79,10k,R_0402_1005Metric,184.49,-122.3,180.0,bottom
R80,10k,R_0402_1005Metric,181.4875,-96.6,270.0,bottom
R81,10k,R_0402_1005Metric,178.2445,-118.37625,0.0,bottom
R82,10k,R_0402_1005Metric,186.9875,-94.82,180.0,bottom
R83,10k,R_0402_1005Metric,184.469999,-119.29,180.0,bottom
R84,PullUP,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,183.99,-108.91,270.0,bottom
R85,PullUP,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,183.98,-113.28,270.0,bottom
R86,10k,R_0402_1005Metric,114.8,-95.15,270.0,bottom
R87,10k,R_0402_1005Metric,112.5,-98.65,180.0,bottom
R88,7.5k,R_0603_1608Metric,199.26,-99.76,270.0,bottom
R89,7.5k,R_0603_1608Metric,159.81,-81.24,0.0,bottom
R90,20k,R_0402_1005Metric,197.51,-100.76,180.0,bottom
R91,20k,R_0402_1005Metric,158.81,-79.47,270.0,bottom
R92,7.5k,R_0603_1608Metric,128.05,-81.57,0.0,bottom
R93,20k,R_0402_1005Metric,127.05,-79.82,270.0,bottom
R94,2.2k,R_0402_1005Metric,199.07,-109.61,0.0,bottom
R95,2.2k,R_0402_1005Metric,197.12,-109.62,0.0,bottom
R96,2.2k,R_0402_1005Metric,149.06,-80.33,90.0,bottom
R97,2.2k,R_0402_1005Metric,149.05,-78.32,90.0,bottom
R98,120,R_0402_1005Metric,197.02,-113.66,180.0,bottom
R99,120,R_0402_1005Metric,145.29,-79.2,270.0,bottom
R100,2.2k,R_0402_1005Metric,118.55,-79.07,270.0,bottom
R101,2.2k,R_0402_1005Metric,117.55,-79.07,90.0,bottom
R102,10k,R_0402_1005Metric,173.93,-94.32,270.0,bottom
R103,10k,R_0402_1005Metric,166.11,-110.57,180.0,bottom
U1,CH340E,MSOP-10_3x3mm_P0.5mm,165.35,-130.77,270.0,bottom
U4,STM32F446RETx,LQFP-64_10x10mm_P0.5mm,172.8,-103.32,270.0,bottom
U6,MAX3485,SOP-8_3.9x4.9mm_P1.27mm,197.61,-105.12,0.0,bottom
U7,MAX3485,SOP-8_3.9x4.9mm_P1.27mm,154.54,-79.34,90.0,bottom
U8,MAX3485,SOP-8_3.9x4.9mm_P1.27mm,122.8,-79.57,90.0,bottom
Y1,16MHz,Crystal_SMD_3225-4Pin_3.2x2.5mm_HandSoldering,160.73,-102.93,90.0,bottom
